Gene,pvalue,estimate,adj_pvalue
PHOX2B.05515,0.44743213762860484,0.004800371052418575,0.6575922567314365
PHOX2B.05516,0.0908412143125851,-0.006148830024819989,0.2647347859691287
PHOX2B.05521,0.9150743367539707,6.204571438101277e-4,0.9617534801578072
PHOX2B.05523,0.9094625014696615,-4.448951309381581e-4,0.9588136647199753
PHOX2B.05526,0.09063323596039004,0.005931827497501928,0.26439629056906405
PHOX2B.05534,0.024289385324610963,-0.02524426916343016,0.12759835080224863
PHOX2B.05535,0.09527359150778886,0.010283679261667253,0.27242098194793796
PHOX2B.05539,0.4502984892529854,0.00415672191765457,0.6604014255814901
PHOX2B.05540,0.4683404106579345,-0.006314316015163607,0.6750276445966146
PHOX2B.05541,0.20034450168057283,-0.007933935594454024,0.4160228754079519
PHOX2B.05542,0.0037364889590724326,-0.01964957893099539,0.04895439252446267
PHOX2B.05544,0.1452183667187089,-0.010793121849774939,0.34640403410597803
PHOX2B.05545,0.5004770077490361,0.003866726543075459,0.7013266342247898
PHOX2B.05546,0.9423191250835691,-4.5609631594786034e-4,0.9744205253916642
PHOX2B.05547,0.8528843362454981,-0.0014919067421159515,0.9295978377635977
PHOX2B.05548,0.7955291964039451,0.0012615193765422058,0.8977228394932328
PHOX2B.05549,0.11826735093718263,0.008380435005208742,0.3086830412090287
PHOX2B.05550,0.6546311910921863,0.0015290774085467528,0.8134167539332404
PHOX2B.05551,0.0018900573561294232,0.020441761472055085,0.03520375359915909
PHOX2B.05552,0.02094208445250926,-0.012920352546302053,0.11845801201937801
PHOX2B.05554,0.150457243190445,-0.005981936119096059,0.35363596688842064
PHOX2B.05555,0.0019599620092735433,0.01535259634976049,0.03580960386192389
PHOX2B.05556,0.8622462471093498,-6.68753526335053e-4,0.9352797001089176
PHOX2B.05557,0.7072653135565299,-0.0022970125680603234,0.8456472629881289
PHOX2B.05558,0.1054445775299791,0.012175512819913479,0.28848115812190783
PHOX2B.05559,0.060628768454305905,-0.009700438354561608,0.2103314537646483
PHOX2B.05560,0.07465547942391376,0.009011829635450724,0.2356174272368075
PHOX2B.05562,0.008480924398362346,0.01741997934981182,0.07411863745866386
PHOX2B.05563,0.061670695712940954,-0.019600291651201383,0.21200944036413363
PHOX2B.05564,0.04992180588734721,-0.012480954863686325,0.1879995321669958
PHOX2B.05565,0.28232518660366734,0.009940971966018829,0.5107710120910677
PHOX2B.05566,0.004140460268045454,-0.0205681504645045,0.05218204383792209
PHOX2B.05567,0.3716102297638603,-0.003924420141340469,0.5932527819256629
PHOX2B.05568,0.1355593549156129,0.008768128800620393,0.3324704159910862
PHOX2B.05569,0.20916888934948247,-0.010075323630969779,0.42718746037163585
PHOX2B.05570,0.271349411195212,0.005749629647756082,0.4994614702463262
PHOX2B.05571,0.6377560694602785,-0.0020911702307665064,0.8017191068358709
PHOX2B.05575,0.10649467823626146,0.011799946327513283,0.29016297950295983
PHOX2B.05576,0.033090783461125275,-0.013758508459466443,0.15016240961385122
PHOX2B.05577,0.5972666800881254,0.0029381765963609942,0.773536424044799
PHOX2B.05578,0.001623992572216836,-0.022340910115922503,0.0332008518990912
PHOX2B.05579,0.5015193538504565,-0.003697117856406799,0.7019291022207022
